# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
FilePageCacheLockFree.housekeeperTurnsSkipped,1705908756359000000,1705908816382000000,44766
FilePageCacheLockFree.totalNativeBytesAllocated,1705908756359000000,1705908816382000000,827392
FilePageCache.maxRegisteredFiles,1705908756359000000,1705908816382000000,908
FilePageCache.pageFastCacheHits,1705908756359000000,1705908816382000000,28887
FilePageCacheLockFree.totalHeapBytesAllocated,1705908756359000000,1705908816382000000,0
StorageLockContext.competingThreads.avg,1705908756359000000,1705908816382000000,0.07692307692307693
FilePageCacheLockFree.nativeBytesInUse,1705908756359000000,1705908816382000000,827392
StreamlinedBlobStorage.totalLiveRecordsCapacityBytes,1705908756359000000,1705908816382000000,13302097
FilePageCache.uncachedFileAccess,1705908756359000000,1705908816382000000,322
workspaceModel.update.unloaded.entities.ms,1705908756359000000,1705908816382000000,0
workspaceModel.updates.count,1705908756359000000,1705908816382000000,4
workspaceModel.loading.from.cache.ms,1705908756359000000,1705908816382000000,443
workspaceModel.check.recursive.update.ms,1705908756359000000,1705908816382000000,1
workspaceModel.loading.total.ms,1705908756359000000,1705908816382000000,482
workspaceModel.initializing.ms,1705908756359000000,1705908816382000000,1
workspaceModel.collect.changes.ms,1705908756359000000,1705908816382000000,0
workspaceModel.pre.handlers.ms,1705908756359000000,1705908816382000000,0
workspaceModel.updates.precise.ms,1705908756359000000,1705908816382000000,57
workspaceModel.updates.ms,1705908756359000000,1705908816382000000,97
workspaceModel.to.snapshot.ms,1705908756359000000,1705908816382000000,1
workspaceModel.init.bridges.ms,1705908756359000000,1705908816382000000,1
workspaceModel.replace.project.model.ms,1705908756359000000,1705908816382000000,0
jps.global.initialize.library.bridges.after.loading.ms,1705908756359000000,1705908816382000000,0
workspaceModel.load.cache.from.file.ms,1705908756359000000,1705908816382000000,447
workspaceModel.moduleBridge.before.changed.ms,1705908756359000000,1705908816382000000,0
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1705908756359000000,1705908816382000000,1
jps.library.entities.serializer.save.entities.ms,1705908756359000000,1705908816382000000,0
workspaceModel.mutableEntityStorage.entities.by.source.ms,1705908756359000000,1705908816382000000,1
workspaceModel.mutableEntityStorage.put.entity.ms,1705908756359000000,1705908816382000000,39
workspaceModel.moduleManagerBridge.load.module.ms,1705908756359000000,1705908816382000000,0
jps.project.serializers.save.ms,1705908756359000000,1705908816382000000,2
jps.artifact.entities.serializer.load.entities.ms,1705908756359000000,1705908816382000000,0
workspaceModel.mutableEntityStorage.collect.changes.ms,1705908756359000000,1705908816382000000,1
workspaceModel.mutableEntityStorage.add.diff.ms,1705908756359000000,1705908816382000000,44
workspaceModel.delayed.project.synchronizer.sync.ms,1705908756359000000,1705908816382000000,283
jps.project.serializers.load.ms,1705908756359000000,1705908816382000000,164
workspaceModel.mutableEntityStorage.referrers.ms,1705908756359000000,1705908816382000000,0
jps.save.global.entities.ms,1705908756359000000,1705908816382000000,1
jps.apply.loaded.storage.ms,1705908756359000000,1705908816382000000,96
jps.app.storage.content.writer.save.component.ms,1705908756359000000,1705908816382000000,0
workspaceModel.moduleManagerBridge.load.all.modules.ms,1705908756359000000,1705908816382000000,91
workspaceModel.mutableEntityStorage.to.snapshot.ms,1705908756359000000,1705908816382000000,5
workspaceModel.mutableEntityStorage.add.entity.ms,1705908756359000000,1705908816382000000,109
jps.library.entities.serializer.load.entities.ms,1705908756359000000,1705908816382000000,0
jps.facet.change.listener.before.change.events.ms,1705908756359000000,1705908816382000000,1
jps.facet.change.listener.process.change.events.ms,1705908756359000000,1705908816382000000,0
workspaceModel.mutableEntityStorage.has.same.entities.ms,1705908756359000000,1705908816382000000,0
workspaceModel.sync.entities.ms,1705908756359000000,1705908816382000000,0
jps.global.get.library.ms,1705908756359000000,1705908816382000000,0
jps.storage.jps.conf.reader.load.component.ms,1705908756359000000,1705908816382000000,22
workspaceModel.mutableEntityStorage.entities.ms,1705908756359000000,1705908816382000000,23
jps.global.handle.before.change.events.ms,1705908756359000000,1705908816382000000,0
jps.reload.project.entities.ms,1705908756359000000,1705908816382000000,0
workspaceModel.global.updates.count,1705908756359000000,1705908816382000000,1
jps.app.storage.content.reader.load.component.ms,1705908756359000000,1705908816382000000,0
workspaceModel.moduleManagerBridge.get.modules.ms,1705908756359000000,1705908816382000000,2
workspaceModel.moduleManagerBridge.newModule.ms,1705908756359000000,1705908816382000000,0
workspaceModel.mutableEntityStorage.remove.entity.ms,1705908756359000000,1705908816382000000,0
workspaceModel.orphan.listener.update.ms,1705908756359000000,1705908816382000000,3
jps.global.handle.changed.events.ms,1705908756359000000,1705908816382000000,0
workspaceModel.moduleManagerBridge.build.module.graph.ms,1705908756359000000,1705908816382000000,2
jps.module.iml.entities.serializer.load.entities.ms,1705908756359000000,1705908816382000000,150
jps.artifact.entities.serializer.save.entities.ms,1705908756359000000,1705908816382000000,0
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1705908756359000000,1705908816382000000,0
workspaceModel.moduleManagerBridge.create.module.instance.ms,1705908756359000000,1705908816382000000,0
workspaceModel.save.cache.to.file.ms,1705908756359000000,1705908816382000000,153
workspaceModel.global.apply.state.to.project.builder.ms,1705908756359000000,1705908816382000000,0
jps.facet.change.listener.init.bridge.ms,1705908756359000000,1705908816382000000,0
workspaceModel.moduleBridge.facet.initialization.ms,1705908756359000000,1705908816382000000,1
jps.global.get.library.by.name.ms,1705908756359000000,1705908816382000000,0
workspaceModel.global.updates.ms,1705908756359000000,1705908816382000000,3
workspaceModel.mutableEntityStorage.resolve.ms,1705908756359000000,1705908816382000000,0
workspaceModel.mutableEntityStorage.replace.by.source.ms,1705908756359000000,1705908816382000000,27
jps.module.iml.entities.serializer.save.entities.ms,1705908756359000000,1705908816382000000,0
jps.global.initialize.library.bridges.ms,1705908756359000000,1705908816382000000,0
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1705908756359000000,1705908816382000000,0
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1705908756359000000,1705908816382000000,0
jps.save.changed.project.entities.ms,1705908756359000000,1705908816382000000,2
jps.global.get.libraries.ms,1705908756359000000,1705908816382000000,0
workspaceModel.moduleBridgeLoader.loading.modules.ms,1705908756359000000,1705908816382000000,744
workspaceModel.moduleBridge.update.option.ms,1705908756359000000,1705908816382000000,0
workspaceModel.global.apply.state.to.project.ms,1705908756359000000,1705908816382000000,33
jps.load.project.to.empty.storage.ms,1705908756359000000,1705908816382000000,177
jps.load.initial.state.ms,1705908756359000000,1705908816382000000,7
workspaceModel.mutableEntityStorage.modify.entity.ms,1705908756359000000,1705908816382000000,9
workspaceModel.load.cache.metadata.from.file.ms,1705908756359000000,1705908816382000000,72
AWTEventQueue.eventsDispatched,1705908756359000000,1705908816382000000,7358
FlushQueue.executionTimeAvgNs,1705908756359000000,1705908816382000000,1780970.6065724252
FlushQueue.tasksExecuted,1705908756359000000,1705908816382000000,5447
NonBlockingReadAction.finalizedExecutionTimeUs,1705908756359000000,1705908816382000000,10429793
NonBlockingReadAction.finalizedExecutionsCount,1705908756359000000,1705908816382000000,179
FlushQueue.queueSizeAvg,1705908756359000000,1705908816382000000,15.078942537176427
FlushQueue.executionTimeMaxNs,1705908756359000000,1705908816382000000,2583691263
FlushQueue.waitingTime90PNs,1705908756359000000,1705908816382000000,164626431
ReadAction.executionsCount,1705908756359000000,1705908816382000000,4859943
FlushQueue.waitingTimeMaxNs,1705908756359000000,1705908816382000000,1879048191
FlushQueue.queueSize90P,1705908756359000000,1705908816382000000,55
WriteAction.executionsCount,1705908756359000000,1705908816382000000,67
AWTEventQueue.dispatchTime90PNs,1705908756359000000,1705908816382000000,1597439
FlushQueue.waitingTimeAvgNs,1705908756359000000,1705908816382000000,6.0019818633008994E7
NonBlockingReadAction.failedExecutionTimeUs,1705908756359000000,1705908816382000000,1887343
AWTEventQueue.dispatchTimeTotalNS,1705908756359000000,1705908816382000000,15103398500
FlushQueue.queueSizeMax,1705908756359000000,1705908816382000000,121
NonBlockingReadAction.failedExecutionsCount,1705908756359000000,1705908816382000000,9
AWTEventQueue.dispatchTimeMaxNs,1705908756359000000,1705908816382000000,1728053247
FlushQueue.executionTime90PNs,1705908756359000000,1705908816382000000,317439
AWTEventQueue.dispatchTimeAvgNs,1705908756359000000,1705908816382000000,2052580.0021745039
IndexesFlusher.totalContentionQuotaSpent,1705908756359000000,1705908816382000000,139
Indexes.entries.lookupDurationMaxMs,1705908756359000000,1705908816382000000,201.0
Indexes.stubs.lookupDuration90PMs,1705908756359000000,1705908816382000000,33.0
Indexes.allKeys.lookups,1705908756359000000,1705908816382000000,2.0
Indexes.stubs.lookups,1705908756359000000,1705908816382000000,14.0
Indexes.allKeys.lookupDurationMaxMs,1705908756359000000,1705908816382000000,2.0
IndexesFlusher.totalFlushesRetried,1705908756359000000,1705908816382000000,3
Indexes.entries.lookupDurationAvgMs,1705908756359000000,1705908816382000000,1.265017667844523
Indexes.stubs.lookupDurationAvgMs,1705908756359000000,1705908816382000000,7.928571428571429
Indexes.entries.lookups,1705908756359000000,1705908816382000000,566.0
Indexes.allKeys.lookupDuration90PMs,1705908756359000000,1705908816382000000,2.0
IndexesFlusher.totalFlushes,1705908756359000000,1705908816382000000,66
Indexes.allKeys.lookupDurationAvgMs,1705908756359000000,1705908816382000000,1.0
IndexesFlusher.totalFlushingTimeUs,1705908756359000000,1705908816382000000,1033383
Indexes.stubs.lookupDurationMaxMs,1705908756359000000,1705908816382000000,33.0
Indexes.entries.lookupDuration90PMs,1705908756359000000,1705908816382000000,0.0
FileNameCache.queries,1705908756359000000,1705908816382000000,40370721
FileNameCache.totalMisses,1705908756359000000,1705908816382000000,2229805
JVM.GC.collectionTimesMs,1705908756359000000,1705908816382000000,610
JVM.usedNativeBytes,1705908756359000000,1705908816382000000,418296136
JVM.totalCpuTimeMs,1705908756359000000,1705908816382000000,51390
JVM.GC.collections,1705908756359000000,1705908816382000000,58
JVM.maxNativeBytes,1705908756359000000,1705908816382000000,-1
JVM.totalBytesAllocated,1705908756359000000,1705908816382000000,10045692256
JVM.usedHeapBytes,1705908756359000000,1705908816382000000,1177774384
JVM.maxHeapBytes,1705908756359000000,1705908816382000000,2147483648
OS.loadAverage,1705908756359000000,1705908816382000000,-1.0
JVM.threadCount,1705908756359000000,1705908816382000000,159
MappedFileStorage.totalBytesMapped,1705908816382000000,1705908876374000000,140771328
FilePageCacheLockFree.totalNativeBytesReclaimed,1705908816382000000,1705908876374000000,0
StorageLockContext.competingThreads.max,1705908816382000000,1705908876374000000,0
FilePageCache.maxCacheSizeInBytes,1705908816382000000,1705908876374000000,503341056
FilePageCache.pageHits,1705908816382000000,1705908876374000000,9854
FileChannelInterruptsRetryer.totalRetriedAttempts,1705908816382000000,1705908876374000000,0
DirectByteBufferAllocator.reclaimed,1705908816382000000,1705908876374000000,9
FilePageCacheLockFree.totalBytesWritten,1705908816382000000,1705908876374000000,9298
FilePageCacheLockFree.totalPagesReadMs,1705908816382000000,1705908876374000000,0
FilePageCacheLockFree.totalPageAllocationsWaited,1705908816382000000,1705908876374000000,0
FilePageCacheLockFree.totalPagesAllocated,1705908816382000000,1705908876374000000,9
FilePageCacheLockFree.housekeeperTimeSpentMs,1705908816382000000,1705908876374000000,39
StorageLockContext.competingThreads.90P,1705908816382000000,1705908876374000000,0
FilePageCacheLockFree.totalPagesReclaimed,1705908816382000000,1705908876374000000,0
FilePageCacheLockFree.totalHeapBytesReclaimed,1705908816382000000,1705908876374000000,0
FilePageCacheLockFree.totalPagesWriteMs,1705908816382000000,1705908876374000000,0
FilePageCache.disposedBuffers,1705908816382000000,1705908876374000000,9
DirectByteBufferAllocator.misses,1705908816382000000,1705908876374000000,9
MappedFileStorage.totalPagesMapped,1705908816382000000,1705908876374000000,17
FilePageCache.pageLoads,1705908816382000000,1705908876374000000,0
StreamlinedBlobStorage.recordsDeleted,1705908816382000000,1705908876374000000,2
FilePageCache.capacityInBytes,1705908816382000000,1705908876374000000,503316478
StreamlinedBlobStorage.recordsRelocated,1705908816382000000,1705908876374000000,0
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1705908816382000000,1705908876374000000,1048576
FilePageCacheLockFree.totalBytesRequested,1705908816382000000,1705908876374000000,90087424
FilePageCacheLockFree.totalPagesRequested,1705908816382000000,1705908876374000000,10997
FilePageCacheLockFree.totalBytesRead,1705908816382000000,1705908876374000000,53497
MappedFileStorage.storages,1705908816382000000,1705908876374000000,16
FilePageCache.pageLoadsAboveSizeThreshold,1705908816382000000,1705908876374000000,9
FilePageCache.totalPageLoadsUs,1705908816382000000,1705908876374000000,1676
FilePageCacheLockFree.totalClosedStoragesReclaimed,1705908816382000000,1705908876374000000,0
FilePageCacheLockFree.totalPagesHandedOver,1705908816382000000,1705908876374000000,0
FilePageCacheLockFree.heapBytesInUse,1705908816382000000,1705908876374000000,0
MappedFileStorage.totalTimeSpentOnMappingUs,1705908816382000000,1705908876374000000,2794
FilePageCacheLockFree.totalPagesWritten,1705908816382000000,1705908876374000000,5
StreamlinedBlobStorage.recordsAllocated,1705908816382000000,1705908876374000000,4
DirectByteBufferAllocator.disposed,1705908816382000000,1705908876374000000,0
DirectByteBufferAllocator.hits,1705908816382000000,1705908876374000000,9
StreamlinedBlobStorage.totalLiveRecordsPayloadBytes,1705908816382000000,1705908876374000000,63
FilePageCache.totalPageDisposalsUs,1705908816382000000,1705908876374000000,10
FilePageCacheLockFree.totalPagesRequestsMs,1705908816382000000,1705908876374000000,6
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1705908816382000000,1705908876374000000,504250368
FilePageCacheLockFree.housekeeperTurnsDone,1705908816382000000,1705908876374000000,120
FilePageCacheLockFree.housekeeperTurnsSkipped,1705908816382000000,1705908876374000000,52072
FilePageCacheLockFree.totalNativeBytesAllocated,1705908816382000000,1705908876374000000,73728
FilePageCache.maxRegisteredFiles,1705908816382000000,1705908876374000000,908
FilePageCache.pageFastCacheHits,1705908816382000000,1705908876374000000,30701
FilePageCacheLockFree.totalHeapBytesAllocated,1705908816382000000,1705908876374000000,0
StorageLockContext.competingThreads.avg,1705908816382000000,1705908876374000000,0.0
FilePageCacheLockFree.nativeBytesInUse,1705908816382000000,1705908876374000000,901120
StreamlinedBlobStorage.totalLiveRecordsCapacityBytes,1705908816382000000,1705908876374000000,156
FilePageCache.uncachedFileAccess,1705908816382000000,1705908876374000000,51
workspaceModel.update.unloaded.entities.ms,1705908816382000000,1705908876374000000,0
workspaceModel.updates.count,1705908816382000000,1705908876374000000,4
workspaceModel.loading.from.cache.ms,1705908816382000000,1705908876374000000,443
workspaceModel.check.recursive.update.ms,1705908816382000000,1705908876374000000,1
workspaceModel.loading.total.ms,1705908816382000000,1705908876374000000,482
workspaceModel.initializing.ms,1705908816382000000,1705908876374000000,1
workspaceModel.collect.changes.ms,1705908816382000000,1705908876374000000,0
workspaceModel.pre.handlers.ms,1705908816382000000,1705908876374000000,0
workspaceModel.updates.precise.ms,1705908816382000000,1705908876374000000,57
workspaceModel.updates.ms,1705908816382000000,1705908876374000000,97
workspaceModel.to.snapshot.ms,1705908816382000000,1705908876374000000,1
workspaceModel.init.bridges.ms,1705908816382000000,1705908876374000000,1
workspaceModel.replace.project.model.ms,1705908816382000000,1705908876374000000,0
jps.global.initialize.library.bridges.after.loading.ms,1705908816382000000,1705908876374000000,0
workspaceModel.load.cache.from.file.ms,1705908816382000000,1705908876374000000,447
workspaceModel.moduleBridge.before.changed.ms,1705908816382000000,1705908876374000000,0
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1705908816382000000,1705908876374000000,1
jps.library.entities.serializer.save.entities.ms,1705908816382000000,1705908876374000000,0
workspaceModel.mutableEntityStorage.entities.by.source.ms,1705908816382000000,1705908876374000000,1
workspaceModel.mutableEntityStorage.put.entity.ms,1705908816382000000,1705908876374000000,39
workspaceModel.moduleManagerBridge.load.module.ms,1705908816382000000,1705908876374000000,0
jps.project.serializers.save.ms,1705908816382000000,1705908876374000000,2
jps.artifact.entities.serializer.load.entities.ms,1705908816382000000,1705908876374000000,0
workspaceModel.mutableEntityStorage.collect.changes.ms,1705908816382000000,1705908876374000000,1
workspaceModel.mutableEntityStorage.add.diff.ms,1705908816382000000,1705908876374000000,44
workspaceModel.delayed.project.synchronizer.sync.ms,1705908816382000000,1705908876374000000,283
jps.project.serializers.load.ms,1705908816382000000,1705908876374000000,164
workspaceModel.mutableEntityStorage.referrers.ms,1705908816382000000,1705908876374000000,0
jps.save.global.entities.ms,1705908816382000000,1705908876374000000,1
jps.apply.loaded.storage.ms,1705908816382000000,1705908876374000000,96
jps.app.storage.content.writer.save.component.ms,1705908816382000000,1705908876374000000,0
workspaceModel.moduleManagerBridge.load.all.modules.ms,1705908816382000000,1705908876374000000,91
workspaceModel.mutableEntityStorage.to.snapshot.ms,1705908816382000000,1705908876374000000,5
workspaceModel.mutableEntityStorage.add.entity.ms,1705908816382000000,1705908876374000000,109
jps.library.entities.serializer.load.entities.ms,1705908816382000000,1705908876374000000,0
jps.facet.change.listener.before.change.events.ms,1705908816382000000,1705908876374000000,1
jps.facet.change.listener.process.change.events.ms,1705908816382000000,1705908876374000000,0
workspaceModel.mutableEntityStorage.has.same.entities.ms,1705908816382000000,1705908876374000000,0
workspaceModel.sync.entities.ms,1705908816382000000,1705908876374000000,0
jps.global.get.library.ms,1705908816382000000,1705908876374000000,0
jps.storage.jps.conf.reader.load.component.ms,1705908816382000000,1705908876374000000,22
workspaceModel.mutableEntityStorage.entities.ms,1705908816382000000,1705908876374000000,23
jps.global.handle.before.change.events.ms,1705908816382000000,1705908876374000000,0
jps.reload.project.entities.ms,1705908816382000000,1705908876374000000,0
workspaceModel.global.updates.count,1705908816382000000,1705908876374000000,1
jps.app.storage.content.reader.load.component.ms,1705908816382000000,1705908876374000000,0
workspaceModel.moduleManagerBridge.get.modules.ms,1705908816382000000,1705908876374000000,2
workspaceModel.moduleManagerBridge.newModule.ms,1705908816382000000,1705908876374000000,0
workspaceModel.mutableEntityStorage.remove.entity.ms,1705908816382000000,1705908876374000000,0
workspaceModel.orphan.listener.update.ms,1705908816382000000,1705908876374000000,3
jps.global.handle.changed.events.ms,1705908816382000000,1705908876374000000,0
workspaceModel.moduleManagerBridge.build.module.graph.ms,1705908816382000000,1705908876374000000,2
jps.module.iml.entities.serializer.load.entities.ms,1705908816382000000,1705908876374000000,150
jps.artifact.entities.serializer.save.entities.ms,1705908816382000000,1705908876374000000,0
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1705908816382000000,1705908876374000000,0
workspaceModel.moduleManagerBridge.create.module.instance.ms,1705908816382000000,1705908876374000000,0
workspaceModel.save.cache.to.file.ms,1705908816382000000,1705908876374000000,153
workspaceModel.global.apply.state.to.project.builder.ms,1705908816382000000,1705908876374000000,0
jps.facet.change.listener.init.bridge.ms,1705908816382000000,1705908876374000000,0
workspaceModel.moduleBridge.facet.initialization.ms,1705908816382000000,1705908876374000000,1
jps.global.get.library.by.name.ms,1705908816382000000,1705908876374000000,0
workspaceModel.global.updates.ms,1705908816382000000,1705908876374000000,3
workspaceModel.mutableEntityStorage.resolve.ms,1705908816382000000,1705908876374000000,0
workspaceModel.mutableEntityStorage.replace.by.source.ms,1705908816382000000,1705908876374000000,27
jps.module.iml.entities.serializer.save.entities.ms,1705908816382000000,1705908876374000000,0
jps.global.initialize.library.bridges.ms,1705908816382000000,1705908876374000000,0
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1705908816382000000,1705908876374000000,0
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1705908816382000000,1705908876374000000,0
jps.save.changed.project.entities.ms,1705908816382000000,1705908876374000000,2
jps.global.get.libraries.ms,1705908816382000000,1705908876374000000,0
workspaceModel.moduleBridgeLoader.loading.modules.ms,1705908816382000000,1705908876374000000,744
workspaceModel.moduleBridge.update.option.ms,1705908816382000000,1705908876374000000,0
workspaceModel.global.apply.state.to.project.ms,1705908816382000000,1705908876374000000,33
jps.load.project.to.empty.storage.ms,1705908816382000000,1705908876374000000,177
jps.load.initial.state.ms,1705908816382000000,1705908876374000000,7
workspaceModel.mutableEntityStorage.modify.entity.ms,1705908816382000000,1705908876374000000,9
workspaceModel.load.cache.metadata.from.file.ms,1705908816382000000,1705908876374000000,72
AWTEventQueue.eventsDispatched,1705908816382000000,1705908876374000000,13172
FlushQueue.executionTimeAvgNs,1705908816382000000,1705908876374000000,165968.9277738658
FlushQueue.tasksExecuted,1705908816382000000,1705908876374000000,9941
NonBlockingReadAction.finalizedExecutionTimeUs,1705908816382000000,1705908876374000000,2606763
NonBlockingReadAction.finalizedExecutionsCount,1705908816382000000,1705908876374000000,519
FlushQueue.queueSizeAvg,1705908816382000000,1705908876374000000,3.611105522583241
FlushQueue.executionTimeMaxNs,1705908816382000000,1705908876374000000,119013375
FlushQueue.waitingTime90PNs,1705908816382000000,1705908876374000000,10551295
ReadAction.executionsCount,1705908816382000000,1705908876374000000,4761079
FlushQueue.waitingTimeMaxNs,1705908816382000000,1705908876374000000,120061951
FlushQueue.queueSize90P,1705908816382000000,1705908876374000000,10
WriteAction.executionsCount,1705908816382000000,1705908876374000000,186
AWTEventQueue.dispatchTime90PNs,1705908816382000000,1705908876374000000,1146879
FlushQueue.waitingTimeAvgNs,1705908816382000000,1705908876374000000,3507462.5042752237
NonBlockingReadAction.failedExecutionTimeUs,1705908816382000000,1705908876374000000,52774
AWTEventQueue.dispatchTimeTotalNS,1705908816382000000,1705908876374000000,12798165700
FlushQueue.queueSizeMax,1705908816382000000,1705908876374000000,61
NonBlockingReadAction.failedExecutionsCount,1705908816382000000,1705908876374000000,5
AWTEventQueue.dispatchTimeMaxNs,1705908816382000000,1705908876374000000,165675007
FlushQueue.executionTime90PNs,1705908816382000000,1705908876374000000,260095
AWTEventQueue.dispatchTimeAvgNs,1705908816382000000,1705908876374000000,971611.3136957182
IndexesFlusher.totalContentionQuotaSpent,1705908816382000000,1705908876374000000,0
Indexes.entries.lookupDurationMaxMs,1705908816382000000,1705908876374000000,27.0
Indexes.stubs.lookupDuration90PMs,1705908816382000000,1705908876374000000,2.0
Indexes.allKeys.lookups,1705908816382000000,1705908876374000000,3.0
Indexes.stubs.lookups,1705908816382000000,1705908876374000000,328.0
Indexes.allKeys.lookupDurationMaxMs,1705908816382000000,1705908876374000000,0.0
IndexesFlusher.totalFlushesRetried,1705908816382000000,1705908876374000000,0
Indexes.entries.lookupDurationAvgMs,1705908816382000000,1705908876374000000,0.05610455849537775
Indexes.stubs.lookupDurationAvgMs,1705908816382000000,1705908876374000000,0.6676829268292683
Indexes.entries.lookups,1705908816382000000,1705908876374000000,3137.0
Indexes.allKeys.lookupDuration90PMs,1705908816382000000,1705908876374000000,0.0
IndexesFlusher.totalFlushes,1705908816382000000,1705908876374000000,58
Indexes.allKeys.lookupDurationAvgMs,1705908816382000000,1705908876374000000,0.0
IndexesFlusher.totalFlushingTimeUs,1705908816382000000,1705908876374000000,444124
Indexes.stubs.lookupDurationMaxMs,1705908816382000000,1705908876374000000,16.0
Indexes.entries.lookupDuration90PMs,1705908816382000000,1705908876374000000,0.0
FileNameCache.queries,1705908816382000000,1705908876374000000,72156975
FileNameCache.totalMisses,1705908816382000000,1705908876374000000,3249301
JVM.GC.collectionTimesMs,1705908816382000000,1705908876374000000,473
JVM.usedNativeBytes,1705908816382000000,1705908876374000000,467899424
JVM.totalCpuTimeMs,1705908816382000000,1705908876374000000,34688
JVM.GC.collections,1705908816382000000,1705908876374000000,40
JVM.maxNativeBytes,1705908816382000000,1705908876374000000,-1
JVM.totalBytesAllocated,1705908816382000000,1705908876374000000,12171468024
JVM.usedHeapBytes,1705908816382000000,1705908876374000000,1188510720
JVM.maxHeapBytes,1705908816382000000,1705908876374000000,2147483648
OS.loadAverage,1705908816382000000,1705908876374000000,-1.0
JVM.threadCount,1705908816382000000,1705908876374000000,147
